t   IR    R    rIR    rRED    H/B   R   IR(AC)   IR(DC)    R(AC)  R(DC)  IR(RAW)  R(RAW)
10.32 3721.91 11528.76 3720.16 11534.14 62.72 0.36 908.19 1152957.50 809.66 373773.66 11534 3703
10.37 3721.52 11529.71 3718.70 11533.20 62.72 0.36 908.19 1152957.50 809.66 373773.66 11533 3703
10.41 3720.94 11530.33 3717.52 11532.58 62.72 0.36 908.19 1152957.50 809.66 373773.66 11528 3703
10.45 3720.27 11530.63 3716.56 11530.12 62.72 0.36 908.19 1152957.50 809.66 373773.66 11531 3703
10.49 3719.55 11530.47 3715.78 11528.62 62.72 0.36 908.19 1152957.50 809.66 373773.66 11527 3703
10.53 3718.98 11529.90 3718.65 11523.85 62.72 0.36 908.19 1152957.50 809.66 373773.66 11522 3702
10.57 3718.87 11528.71 3717.48 11522.08 62.72 0.36 908.19 1152957.50 809.66 373773.66 11524 3703
10.61 3718.57 11527.33 3716.53 11518.85 62.72 0.36 908.19 1152957.50 809.66 373773.66 11506 3703
10.65 3718.16 11525.74 3715.76 11518.18 62.72 0.36 908.19 1152957.50 809.66 373773.66 11512 3703
10.70 3717.68 11524.18 3715.13 11514.65 62.72 0.36 908.19 1152957.50 809.66 373773.66 11493 3703
10.74 3717.20 11522.39 3714.74 11513.95 62.72 0.36 908.19 1152957.50 809.66 373773.66 11510 3723
10.78 3716.72 11520.83 3714.31 11513.96 62.72 0.36 908.19 1152957.50 809.66 373773.66 11505 3703
10.82 3716.43 11519.53 3717.76 11513.33 62.72 0.36 908.19 1152957.50 809.66 373773.66 11513 3723
10.86 3716.63 11518.33 3716.75 11512.15 62.72 0.36 908.19 1152957.50 809.66 373773.66 11492 3703
10.90 3716.70 11517.09 3717.74 11509.98 62.72 0.36 908.19 1152957.50 809.66 373773.66 11505 3703
10.94 3716.85 11515.82 3716.74 11510.93 62.72 0.36 908.19 1152957.50 809.66 373773.66 11505 3703
10.98 3716.79 11514.97 3715.93 11512.12 62.72 0.36 908.19 1152957.50 809.66 373773.66 11530 3703
11.03 3717.32 11514.74 3730.96 11518.42 62.72 0.36 908.19 1152957.50 809.66 373773.66 11550 3805
11.07 3719.86 11515.66 3731.34 11523.61 60.90 0.08 908.19 1152957.50 809.66 373773.66 11541 3723
11.11 3722.08 11517.01 3733.55 11521.22 60.90 0.08 908.19 1152957.50 809.66 373773.66 11503 3743
11.15 3723.83 11517.38 3725.65 11512.48 60.90 0.08 908.19 1152957.50 809.66 373773.66 11470 3682
11.19 3724.05 11516.13 3723.06 11505.02 60.90 0.08 908.19 1152957.50 809.66 373773.66 11477 3703
11.23 3723.77 11513.91 3720.95 11501.30 60.90 0.08 908.19 1152957.50 809.66 373773.66 11494 3702
11.28 3723.17 11511.46 3719.34 11498.55 60.90 0.08 908.19 1152957.50 809.66 373773.66 11502 3703
11.32 3722.49 11509.16 3719.83 11500.29 60.90 0.08 908.19 1152957.50 809.66 373773.66 11511 3703
11.36 3722.11 11507.76 3722.23 11505.42 60.90 0.08 908.19 1152957.50 809.66 373773.66 11533 3723
11.40 3722.21 11507.58 3724.07 11511.00 60.90 0.08 908.19 1152957.50 809.66 373773.66 11540 3703
11.44 3722.63 11508.41 3725.56 11515.19 60.90 0.08 908.19 1152957.50 809.66 373773.66 11534 3703
11.48 3723.22 11509.67 3726.76 11515.54 60.90 0.08 908.19 1152957.50 809.66 373773.66 11517 3703
11.52 3723.83 11510.73 3725.85 11515.04 60.90 0.08 908.19 1152957.50 809.66 373773.66 11503 3703
11.56 3724.09 11511.31 3723.30 11510.44 60.90 0.08 908.19 1152957.50 809.66 373773.66 11479 3703
11.61 3723.75 11510.91 3719.15 11505.13 60.90 0.08 908.19 1152957.50 809.66 373773.66 11473 3682
11.65 3722.75 11509.56 3715.89 11499.10 60.90 0.08 908.19 1152957.50 809.66 373773.66 11463 3702
11.69 3721.36 11507.41 3713.14 11494.34 60.90 0.08 908.19 1152957.50 809.66 373773.66 11475 3682
11.73 3719.83 11504.87 3713.01 11491.57 60.90 0.08 908.19 1152957.50 809.66 373773.66 11484 3703
11.77 3718.48 11502.41 3710.91 11491.36 60.90 0.08 908.19 1152957.50 809.66 373773.66 11481 3683
11.81 3717.36 11500.46 3717.01 11493.27 60.90 0.08 908.19 1152957.50 809.66 373773.66 11500 3743
11.85 3717.26 11499.29 3716.15 11496.70 60.90 0.08 908.19 1152957.50 809.66 373773.66 11517 3703
11.89 3717.28 11499.10 3721.05 11502.96 60.90 0.08 908.19 1152957.50 809.66 373773.66 11532 3723
11.94 3717.98 11500.13 3721.22 11509.79 60.90 0.08 908.19 1152957.50 809.66 373773.66 11547 3703
11.98 3718.77 11502.31 3725.35 11518.49 60.90 0.08 908.19 1152957.50 809.66 373773.66 11566 3724
12.02 3720.31 11505.67 3732.49 11526.50 60.90 0.08 908.19 1152957.50 809.66 373773.66 11572 3744
12.06 3722.83 11509.87 3738.28 11534.36 60.90 0.08 908.19 1152957.50 809.66 373773.66 11575 3744
12.10 3725.81 11514.70 3741.16 11541.16 60.90 0.08 908.19 1152957.50 809.66 373773.66 11573 3744
12.14 3728.91 11519.85 3746.99 11546.96 60.90 0.08 908.19 1152957.50 809.66 373773.66 11575 3724
12.18 3732.57 11525.05 3753.91 11551.16 60.90 0.08 908.19 1152957.50 809.66 373773.66 11570 3764
12.22 3736.59 11530.04 3755.83 11554.91 60.90 0.08 908.19 1152957.50 809.66 373773.66 11569 3764
12.27 3740.30 11534.60 3759.18 11554.39 60.90 0.08 908.19 1152957.50 809.66 373773.66 11556 3764
12.31 3743.81 11538.29 3759.90 11555.24 60.90 0.08 908.19 1152957.50 809.66 373773.66 11547 3744
12.35 3746.54 11541.26 3754.78 11551.79 60.90 0.08 908.19 1152957.50 809.66 373773.66 11521 3723
12.39 3747.88 11543.15 3750.74 11550.73 60.90 0.08 908.19 1152957.50 809.66 373773.66 11541 3743
12.43 3748.52 11544.52 3753.26 11550.08 60.90 0.08 908.19 1152957.50 809.66 373773.66 11544 3764
12.47 3749.39 11545.57 3753.20 11550.64 60.90 0.08 908.19 1152957.50 809.66 373773.66 11553 3743
12.51 3750.11 11546.53 3753.45 11551.08 60.90 0.08 908.19 1152957.50 809.66 373773.66 11553 3764
12.55 3750.72 11547.25 3753.45 11548.65 60.90 0.08 908.19 1152957.50 809.66 373773.66 11552 3744
12.60 3751.14 11547.53 3751.66 11548.97 60.90 0.08 908.19 1152957.50 809.66 373773.66 11548 3744
12.64 3751.25 11547.74 3751.80 11547.84 60.90 0.08 908.19 1152957.50 809.66 373773.66 11552 3724
12.68 3751.45 11547.83 3753.92 11549.41 60.90 0.08 908.19 1152957.50 809.66 373773.66 11558 3744
12.72 3751.98 11548.21 3755.63 11551.38 60.90 0.08 908.19 1152957.50 809.66 373773.66 11565 3744
12.76 3752.64 11548.86 3755.22 11552.77 60.90 0.08 908.19 1152957.50 809.66 373773.66 11562 3744
12.80 3753.01 11549.56 3752.89 11552.37 60.90 0.08 908.19 1152957.50 809.66 373773.66 11554 3724
12.84 3753.25 11550.12 3758.60 11553.22 60.90 0.08 908.19 1152957.50 809.66 373773.66 11563 3764
12.88 3754.36 11550.62 3761.23 11551.64 60.90 0.08 908.19 1152957.50 809.66 373773.66 11543 3744
12.93 3755.80 11550.84 3765.15 11552.44 60.90 0.08 908.19 1152957.50 809.66 373773.66 11544 3744
12.97 3757.43 11551.22 3762.93 11554.34 60.90 0.08 908.19 1152957.50 809.66 373773.66 11553 3744
13.01 3758.36 11551.84 3761.14 11555.28 60.90 0.08 908.19 1152957.50 809.66 373773.66 11555 3744
13.05 3758.81 11552.53 3759.88 11556.46 60.90 0.08 908.19 1152957.50 809.66 373773.66 11553 3764
13.09 3758.86 11553.25 3756.66 11556.43 60.90 0.08 908.19 1152957.50 809.66 373773.66 11553 3724
13.13 3758.68 11553.89 3761.55 11557.49 57.86 0.96 908.19 1152957.50 809.66 373773.66 11553 3744
13.18 3759.23 11554.55 3762.01 11557.44 57.86 0.96 373.40 1153329.80 126.36 373143.22 11552 3764
13.22 3759.67 11555.00 3760.29 11555.73 57.86 0.96 373.40 1153329.80 126.36 373143.22 11539 3743
13.26 3759.63 11555.06 3756.99 11553.96 57.86 0.96 373.40 1153329.80 126.36 373143.22 11544 3724
13.30 3759.02 11554.76 3754.32 11551.91 57.86 0.96 373.40 1153329.80 126.36 373143.22 11538 3724
13.34 3758.23 11554.14 3755.96 11549.96 57.86 0.96 373.40 1153329.80 126.36 373143.22 11544 3744
13.38 3757.69 11553.29 3753.39 11548.21 57.86 0.96 373.40 1153329.80 126.36 373143.22 11536 3723
13.42 3756.90 11552.14 3753.41 11543.56 57.86 0.96 373.40 1153329.80 126.36 373143.22 11528 3744
13.46 3756.25 11550.53 3753.42 11542.96 57.86 0.96 373.40 1153329.80 126.36 373143.22 11548 3744
13.51 3755.54 11549.07 3749.33 11541.69 57.86 0.96 373.40 1153329.80 126.36 373143.22 11541 3703
13.55 3754.69 11547.76 3755.81 11542.84 57.86 0.96 373.40 1153329.80 126.36 373143.22 11552 3764
13.59 3755.05 11546.91 3759.16 11544.19 57.86 0.96 373.40 1153329.80 126.36 373143.22 11549 3764
13.63 3755.94 11546.58 3761.88 11547.85 57.86 0.96 373.40 1153329.80 126.36 373143.22 11572 3764
13.67 3757.38 11546.90 3769.37 11549.77 57.86 0.96 373.40 1153329.80 126.36 373143.22 11557 3744
13.71 3759.63 11547.54 3770.15 11552.04 57.86 0.96 373.40 1153329.80 126.36 373143.22 11557 3764
13.75 3761.93 11548.42 3778.07 11553.24 57.86 0.96 373.40 1153329.80 126.36 373143.22 11555 3764
13.79 3764.86 11549.33 3777.00 11553.72 57.86 0.96 373.40 1153329.80 126.36 373143.22 11552 3744
13.83 3766.89 11550.00 3772.43 11550.53 57.86 0.96 373.40 1153329.80 126.36 373143.22 11527 3743
13.88 3767.75 11549.96 3768.83 11547.66 57.86 0.96 373.40 1153329.80 126.36 373143.22 11534 3744
13.92 3767.81 11549.45 3765.91 11545.83 57.86 0.96 373.40 1153329.80 126.36 373143.22 11530 3744
13.96 3767.35 11548.68 3763.55 11543.66 57.86 0.96 373.40 1153329.80 126.36 373143.22 11532 3744
14.00 3766.75 11547.68 3765.63 11541.97 57.86 0.96 373.40 1153329.80 126.36 373143.22 11531 3784
14.04 3766.43 11546.56 3763.32 11540.58 57.86 0.96 373.40 1153329.80 126.36 373143.22 11538 3744
14.08 3766.03 11545.33 3767.05 11537.75 57.86 0.96 373.40 1153329.80 126.36 373143.22 11538 3764
14.12 3766.19 11543.95 3766.36 11538.26 57.86 0.96 373.40 1153329.80 126.36 373143.22 11548 3744
14.17 3766.10 11542.92 3763.71 11538.56 57.86 0.96 373.40 1153329.80 126.36 373143.22 11537 3724
14.21 3765.47 11542.01 3759.77 11536.28 57.86 0.96 373.40 1153329.80 126.36 373143.22 11546 3724
14.25 3764.18 11540.96 3754.47 11536.58 57.86 0.96 373.40 1153329.80 126.36 373143.22 11544 3703
14.29 3762.54 11540.09 3757.88 11535.20 57.86 0.96 373.40 1153329.80 126.36 373143.22 11535 3744
14.33 3761.73 11539.20 3758.84 11535.42 57.86 0.96 373.40 1153329.80 126.36 373143.22 11543 3744
14.37 3761.23 11538.41 3759.62 11533.40 57.86 0.96 373.40 1153329.80 126.36 373143.22 11521 3744
14.41 3760.70 11537.47 3754.65 11533.22 57.86 0.96 373.40 1153329.80 126.36 373143.22 11523 3724
14.45 3759.58 11536.57 3754.43 11530.54 57.86 0.96 373.40 1153329.80 126.36 373143.22 11521 3744
14.49 3758.63 11535.58 3754.45 11533.38 57.86 0.96 373.40 1153329.80 126.36 373143.22 11545 3764
14.54 3757.85 11535.18 3754.26 11533.51 57.86 0.96 373.40 1153329.80 126.36 373143.22 11527 3744
14.58 3757.35 11534.95 3757.91 11535.10 57.86 0.96 373.40 1153329.80 126.36 373143.22 11539 3764
14.62 3757.96 11535.04 3768.86 11536.42 57.86 0.96 373.40 1153329.80 126.36 373143.22 11543 3825
14.66 3760.12 11535.36 3772.03 11537.95 57.86 0.96 373.40 1153329.80 126.36 373143.22 11544 3805
14.70 3762.72 11535.94 3780.71 11540.17 57.86 0.96 373.40 1153329.80 126.36 373143.22 11543 3866
14.74 3766.26 11536.80 3785.63 11542.01 57.86 0.96 373.40 1153329.80 126.36 373143.22 11556 3845
14.78 3770.18 11537.79 3793.11 11542.50 57.86 0.96 373.40 1153329.80 126.36 373143.22 11547 3825
14.82 3774.15 11538.54 3787.47 11539.89 57.86 0.96 373.40 1153329.80 126.36 373143.22 11542 3744
14.87 3776.67 11538.76 3788.80 11539.36 57.86 0.96 373.40 1153329.80 126.36 373143.22 11539 3785
14.91 3778.86 11538.84 3787.78 11538.60 57.86 0.96 373.40 1153329.80 126.36 373143.22 11542 3764
14.95 3780.21 11538.84 3781.26 11539.73 57.86 0.96 373.40 1153329.80 126.36 373143.22 11546 3744
14.99 3780.41 11538.89 3781.47 11537.09 57.86 0.96 373.40 1153329.80 126.36 373143.22 11532 3744
15.03 3780.53 11538.48 3779.84 11535.40 57.86 0.96 373.40 1153329.80 126.36 373143.22 11531 3744
15.07 3780.16 11537.77 3774.53 11532.35 57.86 0.96 373.40 1153329.80 126.36 373143.22 11517 3723
15.11 3778.85 11536.60 3768.73 11528.62 57.86 0.96 373.40 1153329.80 126.36 373143.22 11508 3744
15.15 3776.85 11534.98 3765.73 11525.48 57.86 0.96 373.40 1153329.80 126.36 373143.22 11514 3743
15.20 3774.25 11533.11 3753.81 11522.91 59.12 0.11 373.40 1153329.80 126.36 373143.22 11511 3703
15.24 3770.62 11531.00 3757.05 11517.93 59.12 0.11 373.40 1153329.80 126.36 373143.22 11500 3723
15.28 3767.82 11528.45 3750.58 11515.01 59.12 0.11 373.40 1153329.80 126.36 373143.22 11513 3723
15.32 3764.57 11525.89 3749.14 11513.26 59.12 0.11 373.40 1153329.80 126.36 373143.22 11502 3743
15.36 3761.50 11523.46 3744.17 11511.11 59.12 0.11 373.40 1153329.80 126.36 373143.22 11501 3723
15.40 3758.38 11521.17 3745.84 11510.92 59.12 0.11 373.40 1153329.80 126.36 373143.22 11512 3743
15.45 3755.86 11519.23 3741.50 11509.73 59.12 0.11 373.40 1153329.80 126.36 373143.22 11499 3723
15.49 3753.13 11517.36 3739.78 11507.29 59.12 0.11 373.40 1153329.80 126.36 373143.22 11495 3723
15.53 3750.43 11515.44 3734.60 11505.94 59.12 0.11 373.40 1153329.80 126.36 373143.22 11503 3703
15.57 3747.22 11513.56 3728.39 11503.13 59.12 0.11 373.40 1153329.80 126.36 373143.22 11485 3683
15.61 3743.52 11511.46 3723.37 11499.32 59.12 0.11 373.40 1153329.80 126.36 373143.22 11485 3683
15.65 3739.61 11508.96 3719.30 11493.65 59.12 0.11 373.40 1153329.80 126.36 373143.22 11469 3683
15.69 3735.71 11505.91 3715.90 11488.84 59.12 0.11 373.40 1153329.80 126.36 373143.22 11474 3682
15.73 3731.93 11502.54 3713.15 11484.07 59.12 0.11 373.40 1153329.80 126.36 373143.22 11468 3682
15.77 3728.36 11498.92 3710.92 11479.50 59.12 0.11 373.40 1153329.80 126.36 373143.22 11461 3682
15.82 3725.15 11495.17 3711.12 11475.90 59.12 0.11 373.40 1153329.80 126.36 373143.22 11461 3702
15.86 3722.48 11491.46 3709.27 11472.51 59.12 0.11 373.40 1153329.80 126.36 373143.22 11459 3682
15.90 3720.06 11487.94 3709.68 11471.95 59.12 0.11 373.40 1153329.80 126.36 373143.22 11471 3683
15.94 3718.16 11484.97 3710.11 11471.58 59.12 0.11 373.40 1153329.80 126.36 373143.22 11461 3702
15.98 3716.70 11482.54 3710.56 11472.45 59.12 0.11 373.40 1153329.80 126.36 373143.22 11470 3703
16.02 3715.66 11480.66 3712.62 11472.06 59.12 0.11 373.40 1153329.80 126.36 373143.22 11460 3702
16.06 3715.01 11479.07 3710.60 11472.12 59.12 0.11 373.40 1153329.80 126.36 373143.22 11470 3683
16.10 3714.13 11477.75 3709.15 11471.27 59.12 0.11 373.40 1153329.80 126.36 373143.22 11461 3703
16.15 3713.06 11476.47 3705.88 11469.33 59.12 0.11 373.40 1153329.80 126.36 373143.22 11462 3682
16.19 3711.87 11475.09 3708.94 11468.07 59.12 0.11 373.40 1153329.80 126.36 373143.22 11458 3703
16.23 3711.44 11473.80 3711.31 11468.10 59.12 0.11 373.40 1153329.80 126.36 373143.22 11481 3702
16.27 3711.42 11472.71 3711.33 11467.25 59.12 0.11 373.40 1153329.80 126.36 373143.22 11466 3683
16.31 3711.23 11471.63 3707.65 11465.82 59.12 0.11 373.40 1153329.80 126.36 373143.22 11464 3682
16.35 3710.60 11470.55 3708.36 11465.70 59.12 0.11 373.40 1153329.80 126.36 373143.22 11468 3683
16.39 3710.13 11469.67 3707.14 11465.91 59.12 0.11 373.40 1153329.80 126.36 373143.22 11473 3683
16.43 3709.63 11469.04 3708.16 11467.32 59.12 0.11 373.40 1153329.80 126.36 373143.22 11479 3703
16.48 3709.49 11468.83 3710.98 11469.68 59.12 0.11 373.40 1153329.80 126.36 373143.22 11484 3723
16.52 3709.86 11469.17 3713.06 11473.78 59.12 0.11 373.40 1153329.80 126.36 373143.22 11496 3703
16.56 3710.52 11469.97 3714.65 11472.72 59.12 0.11 373.40 1153329.80 126.36 373143.22 11454 3702
16.60 3711.35 11470.32 3716.15 11469.22 59.12 0.11 373.40 1153329.80 126.36 373143.22 11451 3723
16.64 3712.28 11469.91 3717.15 11464.71 59.12 0.11 373.40 1153329.80 126.36 373143.22 11436 3702
16.68 3713.05 11468.65 3714.26 11458.31 59.12 0.11 373.40 1153329.80 126.36 373143.22 11414 3683
16.72 3713.25 11466.59 3713.92 11454.95 59.12 0.11 373.40 1153329.80 126.36 373143.22 11434 3703
16.76 3713.36 11464.34 3713.55 11452.69 59.12 0.11 373.40 1153329.80 126.36 373143.22 11444 3702
16.81 3713.29 11462.03 3711.24 11449.15 59.12 0.11 373.40 1153329.80 126.36 373143.22 11426 3682
16.85 3712.90 11459.24 3711.09 11440.23 59.12 0.11 373.40 1153329.80 126.36 373143.22 11415 3682
16.89 3712.30 11455.33 3705.36 11431.59 59.12 0.11 373.40 1153329.80 126.36 373143.22 11390 3662
16.93 3710.82 11450.47 3700.92 11421.03 59.12 0.11 373.40 1153329.80 126.36 373143.22 11395 3682
16.97 3708.91 11444.88 3699.22 11417.78 59.12 0.11 373.40 1153329.80 126.36 373143.22 11420 3682
17.01 3707.14 11439.81 3699.54 11416.27 59.12 0.11 373.40 1153329.80 126.36 373143.22 11425 3682
17.05 3705.84 11435.46 3701.81 11416.07 59.12 0.11 373.40 1153329.80 126.36 373143.22 11419 3702
17.09 3705.00 11431.38 3699.65 11405.27 59.12 0.11 373.40 1153329.80 126.36 373143.22 11364 3662
17.13 3703.94 11426.69 3698.09 11407.93 59.12 0.11 373.40 1153329.80 126.36 373143.22 11424 3682
17.18 3702.80 11422.85 3696.84 11399.76 59.12 0.11 373.40 1153329.80 126.36 373143.22 11355 3682
17.22 3701.74 11418.65 3697.62 11401.08 59.12 0.11 373.40 1153329.80 126.36 373143.22 11392 3682
17.26 3700.83 11415.15 3694.45 11395.38 67.84 0.80 373.40 1153329.80 126.36 373143.22 11355 3662
17.30 3699.63 11411.32 3693.88 11391.44 67.84 0.80 524.03 1151203.00 211.86 374422.31 11404 3682
17.34 3698.55 11407.18 3693.43 11381.28 67.84 0.80 524.03 1151203.00 211.86 374422.31 11328 3682
17.38 3697.67 11402.15 3694.85 11375.72 67.84 0.80 524.03 1151203.00 211.86 374422.31 11353 3682
17.43 3697.12 11397.07 3694.21 11371.48 67.84 0.80 524.03 1151203.00 211.86 374422.31 11324 3682
17.47 3696.56 11392.01 3693.69 11364.16 67.84 0.80 524.03 1151203.00 211.86 374422.31 11314 3682
17.51 3696.01 11386.91 3693.27 11364.97 67.84 0.80 524.03 1151203.00 211.86 374422.31 11322 3682
17.55 3695.40 11382.84 3690.93 11364.49 67.84 0.80 524.03 1151203.00 211.86 374422.31 11380 3662
17.59 3694.67 11379.65 3693.03 11368.81 67.84 0.80 524.03 1151203.00 211.86 374422.31 11364 3702
17.63 3694.26 11377.48 3690.74 11365.20 67.84 0.80 524.03 1151203.00 211.86 374422.31 11374 3662
17.67 3693.62 11375.62 3690.88 11373.90 67.84 0.80 524.03 1151203.00 211.86 374422.31 11419 3682
17.71 3692.94 11375.39 3687.19 11375.82 67.84 0.80 524.03 1151203.00 211.86 374422.31 11411 3662
17.76 3692.09 11375.65 3691.69 11379.87 67.84 0.80 524.03 1151203.00 211.86 374422.31 11409 3682
17.80 3691.93 11376.51 3689.85 11381.57 67.84 0.80 524.03 1151203.00 211.86 374422.31 11413 3682
17.84 3691.56 11377.85 3690.16 11390.44 67.84 0.80 524.03 1151203.00 211.86 374422.31 11433 3682
17.88 3691.39 11380.43 3692.10 11395.90 67.84 0.80 524.03 1151203.00 211.86 374422.31 11422 3662
17.92 3691.43 11383.48 3690.18 11400.27 67.84 0.80 524.03 1151203.00 211.86 374422.31 11417 3682
17.96 3691.21 11386.73 3690.43 11403.43 67.84 0.80 524.03 1151203.00 211.86 374422.31 11415 3682
18.00 3691.08 11389.99 3690.62 11407.34 67.84 0.80 524.03 1151203.00 211.86 374422.31 11425 3682
18.04 3691.09 11393.16 3692.79 11406.77 67.84 0.80 524.03 1151203.00 211.86 374422.31 11383 3702
18.08 3691.57 11395.79 3696.43 11409.30 67.84 0.80 524.03 1151203.00 211.86 374422.31 11422 3702
18.13 3692.42 11398.38 3695.48 11411.54 67.84 0.80 524.03 1151203.00 211.86 374422.31 11414 3682
18.17 3693.12 11400.87 3698.32 11412.73 67.84 0.80 524.03 1151203.00 211.86 374422.31 11414 3682
18.21 3693.94 11403.04 3695.22 11412.41 67.84 0.80 524.03 1151203.00 211.86 374422.31 11403 3682
18.25 3694.14 11404.86 3694.51 11414.40 67.84 0.80 524.03 1151203.00 211.86 374422.31 11421 3682
18.29 3694.09 11406.69 3691.93 11415.82 67.84 0.80 524.03 1151203.00 211.86 374422.31 11419 3662
18.33 3693.69 11408.55 3691.84 11419.68 67.84 0.80 524.03 1151203.00 211.86 374422.31 11448 3682
18.37 3693.43 11410.74 3693.66 11422.66 67.84 0.80 524.03 1151203.00 211.86 374422.31 11442 3682
18.41 3693.54 11413.09 3695.05 11426.06 67.84 0.80 524.03 1151203.00 211.86 374422.31 11451 3682
18.46 3693.79 11415.71 3694.46 11430.90 67.84 0.80 524.03 1151203.00 211.86 374422.31 11452 3682
18.50 3694.15 11418.66 3699.58 11434.01 67.84 0.80 524.03 1151203.00 211.86 374422.31 11452 3702
18.54 3695.17 11421.60 3700.03 11436.42 67.84 0.80 524.03 1151203.00 211.86 374422.31 11441 3683
18.58 3696.00 11424.37 3698.59 11437.21 67.84 0.80 524.03 1151203.00 211.86 374422.31 11433 3683
18.62 3696.60 11426.82 3701.23 11438.96 67.84 0.80 524.03 1151203.00 211.86 374422.31 11445 3703
18.66 3697.37 11428.97 3699.38 11436.93 67.84 0.80 524.03 1151203.00 211.86 374422.31 11416 3682
18.70 3697.76 11430.43 3699.77 11436.72 67.84 0.80 524.03 1151203.00 211.86 374422.31 11432 3682
18.74 3698.06 11431.56 3698.28 11436.19 67.84 0.80 524.03 1151203.00 211.86 374422.31 11424 3682
18.79 3698.04 11432.39 3696.99 11435.57 67.84 0.80 524.03 1151203.00 211.86 374422.31 11432 3682
18.83 3697.80 11433.01 3695.94 11436.26 67.84 0.80 524.03 1151203.00 211.86 374422.31 11443 3682
18.87 3697.51 11433.68 3697.08 11437.80 67.84 0.80 524.03 1151203.00 211.86 374422.31 11451 3683
18.91 3697.38 11434.53 3696.10 11439.73 67.84 0.80 524.03 1151203.00 211.86 374422.31 11447 3682
18.95 3697.11 11435.46 3695.31 11439.24 67.84 0.80 524.03 1151203.00 211.86 374422.31 11449 3682
18.99 3696.75 11436.21 3694.78 11440.36 67.84 0.80 524.03 1151203.00 211.86 374422.31 11447 3683
19.03 3696.45 11436.98 3696.04 11440.40 67.84 0.80 524.03 1151203.00 211.86 374422.31 11451 3682
19.07 3696.51 11437.69 3699.06 11442.07 67.84 0.80 524.03 1151203.00 211.86 374422.31 11453 3702
19.12 3697.08 11438.49 3701.31 11442.01 67.84 0.80 524.03 1151203.00 211.86 374422.31 11446 3682
19.16 3697.87 11439.11 3701.33 11441.39 67.84 0.80 524.03 1151203.00 211.86 374422.31 11443 3682
19.20 3698.41 11439.45 3699.35 11439.53 67.84 0.80 524.03 1151203.00 211.86 374422.31 11425 3662
19.24 3698.52 11439.50 3697.85 11440.42 67.84 0.80 524.03 1151203.00 211.86 374422.31 11439 3682
19.28 3698.52 11439.62 3700.53 11439.19 67.84 0.80 524.03 1151203.00 211.86 374422.31 11424 3702
19.32 3698.81 11439.58 3698.81 11440.13 67.50 0.31 524.03 1151203.00 211.86 374422.31 11446 3682
19.36 3698.91 11439.56 3701.10 11437.43 67.50 0.31 524.03 1151203.00 211.86 374422.31 11434 3682
19.41 3699.24 11439.18 3699.36 11437.74 67.50 0.31 524.03 1151203.00 211.86 374422.31 11440 3682
19.45 3699.37 11438.87 3701.76 11436.74 67.50 0.31 524.03 1151203.00 211.86 374422.31 11423 3702
19.49 3699.90 11438.49 3703.69 11437.19 67.50 0.31 524.03 1151203.00 211.86 374422.31 11432 3702
19.53 3700.58 11438.18 3703.37 11435.57 67.50 0.31 524.03 1151203.00 211.86 374422.31 11414 3702
19.57 3700.99 11437.77 3701.11 11437.09 67.50 0.31 524.03 1151203.00 211.86 374422.31 11445 3682
19.61 3701.11 11437.78 3703.27 11440.08 67.50 0.31 524.03 1151203.00 211.86 374422.31 11449 3703
19.65 3701.59 11438.22 3704.93 11440.48 67.50 0.31 524.03 1151203.00 211.86 374422.31 11446 3703
19.69 3702.36 11438.74 3708.36 11442.68 67.50 0.31 524.03 1151203.00 211.86 374422.31 11453 3723
19.74 3703.50 11439.63 3708.94 11446.19 67.50 0.31 524.03 1151203.00 211.86 374422.31 11473 3683
19.78 3704.71 11440.98 3713.41 11449.36 67.50 0.31 524.03 1151203.00 211.86 374422.31 11470 3723
19.82 3706.38 11442.62 3714.83 11451.37 67.50 0.31 524.03 1151203.00 211.86 374422.31 11468 3683
19.86 3708.09 11444.46 3718.19 11456.23 67.50 0.31 524.03 1151203.00 211.86 374422.31 11485 3723
19.90 3709.90 11446.76 3717.00 11459.00 67.50 0.31 524.03 1151203.00 211.86 374422.31 11467 3702
19.94 3711.34 11449.08 3719.83 11460.28 67.50 0.31 524.03 1151203.00 211.86 374422.31 11470 3703
19.98 3712.84 11451.16 3718.33 11460.75 67.50 0.31 524.03 1151203.00 211.86 374422.31 11459 3702
20.02 3713.72 11452.98 3715.42 11461.68 67.50 0.31 524.03 1151203.00 211.86 374422.31 11468 3703
20.07 3713.82 11454.56 3710.76 11461.26 67.50 0.31 524.03 1151203.00 211.86 374422.31 11450 3662
20.11 3713.18 11455.72 3709.28 11459.59 67.50 0.31 524.03 1151203.00 211.86 374422.31 11461 3703
20.15 3712.32 11456.31 3706.09 11456.91 67.50 0.31 524.03 1151203.00 211.86 374422.31 11427 3683
20.19 3711.14 11456.45 3705.41 11457.58 67.50 0.31 524.03 1151203.00 211.86 374422.31 11459 3703
20.23 3709.96 11456.64 3702.85 11457.28 67.50 0.31 524.03 1151203.00 211.86 374422.31 11447 3682
20.27 3708.55 11456.60 3700.69 11453.86 67.50 0.31 524.03 1151203.00 211.86 374422.31 11445 3682
20.31 3707.03 11456.01 3699.13 11451.97 67.50 0.31 524.03 1151203.00 211.86 374422.31 11442 3683
20.35 3705.60 11455.14 3699.67 11449.31 67.50 0.31 524.03 1151203.00 211.86 374422.31 11447 3683
